Id. de pedido,Producto,Precio por unidad,Cantidad,Descuento
10818,Crema de almejas estilo Nueva Inglaterra,9.65 €,20,0.00%
10819,Café de Malasia,46.00 €,7,0.00%
10819,Cerveza Klosterbier Rhönbräu,7.75 €,20,0.00%
10820,Gnocchi de la abuela Alicia,38.00 €,30,0.00%
10821,Cerveza negra Steeleye,18.00 €,20,0.00%
10821,Manzanas secas Manjimup,53.00 €,6,0.00%
10822,Tarta de azúcar,49.30 €,3,0.00%
10822,Cerveza Outback,15.00 €,6,0.00%
10823,Queso Cabrales,21.00 €,20,10.00%
10823,Raviolis Angelo,19.50 €,15,0.00%
10823,Raclet de queso Courdavault,55.00 €,40,10.00%
10823,Salsa verde original Frankfurter,13.00 €,15,10.00%
10824,Crema de almejas estilo Nueva Inglaterra,9.65 €,12,0.00%
10824,Cerveza Outback,15.00 €,9,0.00%
10825,Ositos de goma Gumbär,31.23 €,12,0.00%
10825,Empanada de carne,32.80 €,20,0.00%
10826,Queso gorgonzola Telino,12.50 €,35,0.00%
10826,Raviolis Angelo,19.50 €,15,0.00%
10827,Pez espada,31.00 €,15,0.00%
10827,Licor verde Chartreuse,18.00 €,21,0.00%
10828,Mermelada de Sir Rodney's,81.00 €,5,0.00%
10828,Vino Côte de Blaye,263.50 €,2,0.00%
10829,Cerveza tibetana Barley,19.00 €,10,0.00%
10829,Salsa de arándanos Northwoods,40.00 €,20,0.00%
10829,Algas Konbu,6.00 €,10,0.00%
10829,Camembert Pierrot,34.00 €,21,0.00%
10830,Mermelada de grosellas de la abuela,25.00 €,6,0.00%
10830,Licor verde Chartreuse,18.00 €,28,0.00%
10830,Camembert Pierrot,34.00 €,30,0.00%
10830,Barras de pan de Escocia,12.50 €,24,0.00%
10831,Pastas de té de chocolate,9.20 €,2,0.00%
10831,Cerveza negra Steeleye,18.00 €,8,0.00%
10831,Vino Côte de Blaye,263.50 €,8,0.00%
10831,Café de Malasia,46.00 €,9,0.00%
10832,Algas Konbu,6.00 €,3,20.00%
10832,Crema de chocolate y nueces NuNuCa,14.00 €,10,20.00%
10832,Azúcar negra Malacca,19.45 €,16,20.00%
10832,Bollos de pan de Wimmer,33.25 €,3,0.00%
10833,Peras secas orgánicas del tío Bob,30.00 €,20,10.00%
10833,Queso gorgonzola Telino,12.50 €,9,10.00%
10833,Empanada de carne,32.80 €,9,10.00%
10834,Salchicha Thüringer,123.79 €,8,5.00%
10834,Arenque blanco del noroeste,25.89 €,20,5.00%
10835,Raclet de queso Courdavault,55.00 €,15,0.00%
10835,Salsa verde original Frankfurter,13.00 €,2,20.00%
10836,Pan de centeno crujiente estilo Gustaf's,21.00 €,52,0.00%
10836,Cerveza negra Steeleye,18.00 €,6,0.00%
10836,Raviolis Angelo,19.50 €,24,0.00%
10836,Camembert Pierrot,34.00 €,60,0.00%
10836,Bollos de pan de Wimmer,33.25 €,30,0.00%
10837,Algas Konbu,6.00 €,6,0.00%
10837,Carne de cangrejo de Boston,18.40 €,25,0.00%
10837,Galletas Zaanse,9.50 €,40,25.00%
10837,Licor Cloudberry,18.00 €,21,25.00%
10838,Té Dharamsala,18.00 €,4,25.00%
10838,Langostinos tigre Carnarvon,62.50 €,25,25.00%
10838,Escabeche de arenque,19.00 €,50,25.00%
10839,Caracoles de Borgoña,13.25 €,30,10.00%
10839,Queso Mozzarella Giovanni,34.80 €,15,10.00%
10840,Crema de chocolate y nueces NuNuCa,14.00 €,6,20.00%
10840,Licor verde Chartreuse,18.00 €,10,20.00%
10841,Pez espada,31.00 €,16,0.00%
10841,Gnocchi de la abuela Alicia,38.00 €,30,0.00%
10841,Raclet de queso Courdavault,55.00 €,50,0.00%
10841,Salsa verde original Frankfurter,13.00 €,15,0.00%
10842,Queso Cabrales,21.00 €,15,0.00%
10842,Café de Malasia,46.00 €,5,0.00%
10842,Barras de pan de Escocia,12.50 €,20,0.00%
10842,Cerveza Outback,15.00 €,12,0.00%
10843,Manzanas secas Manjimup,53.00 €,4,25.00%
10844,Pan de centeno crujiente estilo Gustaf's,21.00 €,35,0.00%
10845,Pan fino,9.00 €,70,10.00%
10845,Cerveza negra Steeleye,18.00 €,25,10.00%
10845,Tallarines de Singapur,14.00 €,42,10.00%
10845,Caracoles de Borgoña,13.25 €,60,10.00%
10845,Bollos de pan de Wimmer,33.25 €,48,0.00%
10846,Especias Cajun del chef Anton,22.00 €,21,0.00%
10846,Cerveza Outback,15.00 €,30,0.00%
10846,Queso de soja Longlife,10.00 €,20,0.00%
10847,Té Dharamsala,18.00 €,80,20.00%
10847,Pastas de té de chocolate,9.20 €,12,20.00%
10847,Salmón ahumado Gravad,26.00 €,60,20.00%
10847,Arenque ahumado,9.50 €,36,20.00%
10847,Camembert Pierrot,34.00 €,45,20.00%
10847,Crema de queso Fløtemys,21.50 €,55,20.00%
10848,Mezcla Gumbo del chef Anton,21.35 €,30,0.00%
10848,Buey Mishi Kobe,97.00 €,3,0.00%
10849,Sirope de regaliz,10.00 €,49,0.00%
10849,Ositos de goma Gumbär,31.23 €,18,15.00%
10850,Crema de chocolate y nueces NuNuCa,14.00 €,20,15.00%
10850,Queso de cabra,2.50 €,4,15.00%
10850,Cerveza Outback,15.00 €,30,15.00%
10851,Cerveza tibetana Barley,19.00 €,5,5.00%
10851,Crema de chocolate y nueces NuNuCa,14.00 €,10,5.00%
10851,Raviolis Angelo,19.50 €,10,5.00%
10851,Raclet de queso Courdavault,55.00 €,42,5.00%
10852,Cerveza tibetana Barley,19.00 €,15,0.00%
10852,Cordero Alice Springs,39.00 €,6,0.00%
10852,Tarta de azúcar,49.30 €,50,0.00%
10853,Langostinos tigre Carnarvon,62.50 €,10,0.00%
10854,Pez espada,31.00 €,100,15.00%
10854,Algas Konbu,6.00 €,65,15.00%
10855,Postre de merengue Pavlova,17.45 €,50,0.00%
10855,Queso gorgonzola Telino,12.50 €,14,0.00%
10855,Gnocchi de la abuela Alicia,38.00 €,24,0.00%
10855,Salsa de pimiento picante de Luisiana,21.05 €,15,15.00%
10856,Cerveza tibetana Barley,19.00 €,20,0.00%
10856,Tallarines de Singapur,14.00 €,20,0.00%
10857,Sirope de regaliz,10.00 €,30,0.00%
10857,Ositos de goma Gumbär,31.23 €,35,25.00%
10857,Salchicha Thüringer,123.79 €,10,25.00%
10858,Peras secas orgánicas del tío Bob,30.00 €,5,0.00%
10858,Chocolate Schoggi,43.90 €,10,0.00%
10858,Cerveza Outback,15.00 €,4,0.00%
10859,Refresco Guaraná Fantástica,4.50 €,40,25.00%
10859,Empanada de cerdo,7.45 €,35,25.00%
10859,Bollos de pan de Wimmer,33.25 €,30,25.00%
10860,Manzanas secas Manjimup,53.00 €,3,0.00%
10860,Licor Cloudberry,18.00 €,20,0.00%
10861,Cordero Alice Springs,39.00 €,42,0.00%
10861,Langostinos tigre Carnarvon,62.50 €,20,0.00%
10861,Bollos de Sir Rodney's,10.00 €,40,0.00%
10861,Queso de cabra,2.50 €,35,0.00%
10861,Tarta de azúcar,49.30 €,3,0.00%
10862,Queso Cabrales,21.00 €,25,0.00%
10862,Cereales para Filo,7.00 €,8,0.00%
10863,Té Dharamsala,18.00 €,20,15.00%
10863,Caracoles de Borgoña,13.25 €,12,15.00%
10864,Cerveza negra Steeleye,18.00 €,4,0.00%
10864,Cerveza Laughing Lumberjack,14.00 €,15,0.00%
10865,Vino Côte de Blaye,263.50 €,60,5.00%
10865,Licor verde Chartreuse,18.00 €,80,5.00%
10866,Cerveza tibetana Barley,19.00 €,21,25.00%
10866,Refresco Guaraná Fantástica,4.50 €,6,25.00%
10866,Arenque blanco del noroeste,25.89 €,40,25.00%
10867,Empanada de carne,32.80 €,3,0.00%
10868,Ositos de goma Gumbär,31.23 €,20,0.00%
10868,Cerveza negra Steeleye,18.00 €,30,0.00%
10868,Regaliz,20.00 €,42,10.00%
10869,Té Dharamsala,18.00 €,40,0.00%
10869,Queso Cabrales,21.00 €,10,0.00%
10869,Pan fino,9.00 €,50,0.00%
10869,Barras de pan de Escocia,12.50 €,20,0.00%
10870,Cerveza negra Steeleye,18.00 €,3,0.00%
10870,Manzanas secas Manjimup,53.00 €,2,0.00%
10871,Mermelada de grosellas de la abuela,25.00 €,50,5.00%
10871,Postre de merengue Pavlova,17.45 €,12,5.00%
10871,Cordero Alice Springs,39.00 €,16,5.00%
10872,Paté chino,24.00 €,10,5.00%
10872,Tarta de azúcar,49.30 €,20,5.00%
10872,Bollos de pan de Wimmer,33.25 €,15,5.00%
10872,Salsa de pimiento picante de Luisiana,21.05 €,21,5.00%
10873,Bollos de Sir Rodney's,10.00 €,20,0.00%
10873,Col fermentada Rössle,45.60 €,3,0.00%
10874,Pez espada,31.00 €,10,0.00%
10875,Pastas de té de chocolate,9.20 €,25,0.00%
10875,Galletas Zaanse,9.50 €,21,10.00%
10875,Regaliz,20.00 €,15,0.00%
10876,Arenque salado,12.00 €,21,0.00%
10876,Bollos de pan de Wimmer,33.25 €,20,0.00%
10877,Postre de merengue Pavlova,17.45 €,30,25.00%
10877,Langostinos tigre Carnarvon,62.50 €,25,0.00%
10878,Mermelada de Sir Rodney's,81.00 €,20,5.00%
10879,Carne de cangrejo de Boston,18.40 €,12,0.00%
10879,Salsa de pimiento picante de Luisiana,21.05 €,10,0.00%
10879,Licor Cloudberry,18.00 €,10,0.00%
10880,Pan fino,9.00 €,30,20.00%
10880,Sirope de arce,28.50 €,30,20.00%
10880,Cerveza Outback,15.00 €,50,20.00%
10881,Caviar rojo,15.00 €,10,0.00%
10882,Tallarines de Singapur,14.00 €,25,0.00%
10882,Regaliz,20.00 €,20,15.00%
10882,Empanada de cerdo,7.45 €,32,15.00%
10883,Refresco Guaraná Fantástica,4.50 €,8,0.00%
10884,Bollos de Sir Rodney's,10.00 €,40,5.00%
10884,Gnocchi de la abuela Alicia,38.00 €,21,5.00%
10884,Salsa de pimiento picante de Luisiana,21.05 €,12,5.00%
10885,Cerveza tibetana Barley,19.00 €,20,0.00%
10885,Refresco Guaraná Fantástica,4.50 €,12,0.00%
10885,Cerveza Outback,15.00 €,30,0.00%
10885,Salsa verde original Frankfurter,13.00 €,25,0.00%
10886,Pez espada,31.00 €,70,0.00%
10886,Queso gorgonzola Telino,12.50 €,35,0.00%
10886,Salsa verde original Frankfurter,13.00 €,40,0.00%
10887,Crema de chocolate y nueces NuNuCa,14.00 €,5,0.00%
10888,Cerveza tibetana Barley,19.00 €,20,0.00%
10888,Barras de pan de Escocia,12.50 €,18,0.00%
10889,Queso Cabrales,21.00 €,40,0.00%
10889,Vino Côte de Blaye,263.50 €,40,0.00%
10890,Cordero Alice Springs,39.00 €,15,0.00%
10890,Cerveza Sasquatch,14.00 €,10,0.00%
10890,Crema de almejas estilo Nueva Inglaterra,9.65 €,14,0.00%
10891,Arenque blanco del noroeste,25.89 €,15,5.00%
10892,Raclet de queso Courdavault,55.00 €,40,5.00%
10893,Salsa de arándanos Northwoods,40.00 €,30,0.00%
10893,Refresco Guaraná Fantástica,4.50 €,10,0.00%
10893,Salchicha Thüringer,123.79 €,24,0.00%
10893,Arenque blanco del noroeste,25.89 €,35,0.00%
10893,Escabeche de arenque,19.00 €,20,0.00%
10894,Algas Konbu,6.00 €,28,5.00%
10894,Queso Gudbrandsdals,36.00 €,50,5.00%
10894,Cerveza Klosterbier Rhönbräu,7.75 €,120,5.00%
10895,Refresco Guaraná Fantástica,4.50 €,110,0.00%
10895,Licor verde Chartreuse,18.00 €,45,0.00%
10895,Carne de cangrejo de Boston,18.40 €,91,0.00%
10895,Camembert Pierrot,34.00 €,100,0.00%
10896,Arenque ahumado,9.50 €,15,0.00%
10896,Gnocchi de la abuela Alicia,38.00 €,16,0.00%
10897,Salchicha Thüringer,123.79 €,80,0.00%
10897,Arenque blanco del noroeste,25.89 €,36,0.00%
10898,Algas Konbu,6.00 €,5,0.00%
10899,Licor verde Chartreuse,18.00 €,8,15.00%
10900,Cerveza Outback,15.00 €,3,25.00%
10901,Crema de almejas estilo Nueva Inglaterra,9.65 €,30,0.00%
10901,Crema de queso Fløtemys,21.50 €,30,0.00%
10902,Paté chino,24.00 €,30,15.00%
10902,Tarta de azúcar,49.30 €,6,15.00%
10903,Algas Konbu,6.00 €,40,0.00%
10903,Salsa de pimiento picante de Luisiana,21.05 €,21,0.00%
10903,Barras de pan de Escocia,12.50 €,20,0.00%
10904,Caracoles de Borgoña,13.25 €,15,0.00%
10904,Tarta de azúcar,49.30 €,35,0.00%
10905,Té Dharamsala,18.00 €,20,5.00%
10906,Sirope de arce,28.50 €,15,0.00%
10907,Cerveza Klosterbier Rhönbräu,7.75 €,14,0.00%
10908,Peras secas orgánicas del tío Bob,30.00 €,20,5.00%
10908,Cereales para Filo,7.00 €,14,5.00%
10909,Peras secas orgánicas del tío Bob,30.00 €,12,0.00%
10909,Postre de merengue Pavlova,17.45 €,15,0.00%
10909,Crema de almejas estilo Nueva Inglaterra,9.65 €,5,0.00%
10910,Pastas de té de chocolate,9.20 €,12,0.00%
10910,Regaliz,20.00 €,10,0.00%
10910,Sirope de arce,28.50 €,5,0.00%
10911,Té Dharamsala,18.00 €,10,0.00%
10911,Cordero Alice Springs,39.00 €,12,0.00%
10911,Cerveza Laughing Lumberjack,14.00 €,15,0.00%
10912,Queso Cabrales,21.00 €,40,25.00%
10912,Salchicha Thüringer,123.79 €,60,25.00%
10913,Especias Cajun del chef Anton,22.00 €,30,25.00%
10913,Queso de cabra,2.50 €,40,25.00%
10913,Caracoles de Borgoña,13.25 €,15,0.00%
10914,Crema de queso Fløtemys,21.50 €,25,0.00%
10915,Cordero Alice Springs,39.00 €,10,0.00%
10915,Queso de cabra,2.50 €,30,0.00%
10915,Empanada de cerdo,7.45 €,10,0.00%
10916,Postre de merengue Pavlova,17.45 €,6,0.00%
10916,Queso Mascarpone Fabioli,32.00 €,6,0.00%
10916,Raviolis Angelo,19.50 €,20,0.00%
10917,Arenque blanco del noroeste,25.89 €,1,0.00%
10917,Camembert Pierrot,34.00 €,10,0.00%
10918,Té Dharamsala,18.00 €,60,25.00%
10918,Camembert Pierrot,34.00 €,25,25.00%
10919,Postre de merengue Pavlova,17.45 €,24,0.00%
10919,Crema de chocolate y nueces NuNuCa,14.00 €,24,0.00%
10919,Carne de cangrejo de Boston,18.40 €,20,0.00%
10920,Chocolate blanco,16.25 €,24,0.00%
10921,Cerveza negra Steeleye,18.00 €,10,0.00%
10921,Sandwich de vegetales,43.90 €,40,0.00%
10922,Cordero Alice Springs,39.00 €,15,0.00%
10922,Refresco Guaraná Fantástica,4.50 €,35,0.00%
10923,Tallarines de Singapur,14.00 €,10,20.00%
10923,Café de Malasia,46.00 €,10,20.00%
10923,Cerveza Laughing Lumberjack,14.00 €,24,20.00%
10924,Pez espada,31.00 €,20,10.00%
10924,Col fermentada Rössle,45.60 €,30,10.00%
10924,Cerveza Klosterbier Rhönbräu,7.75 €,6,0.00%
10925,Escabeche de arenque,19.00 €,25,15.00%
10925,Cereales para Filo,7.00 €,12,15.00%
10926,Queso Cabrales,21.00 €,2,0.00%
10926,Algas Konbu,6.00 €,10,0.00%
10926,Pastas de té de chocolate,9.20 €,7,0.00%
10926,Queso Mozzarella Giovanni,34.80 €,10,0.00%
10927,Mermelada de Sir Rodney's,81.00 €,5,0.00%
10927,Cereales para Filo,7.00 €,5,0.00%
10927,Licor Cloudberry,18.00 €,20,0.00%
10928,Galletas Zaanse,9.50 €,5,0.00%
10928,Licor Cloudberry,18.00 €,5,0.00%
10929,Bollos de Sir Rodney's,10.00 €,60,0.00%
10929,Cerveza Klosterbier Rhönbräu,7.75 €,49,0.00%
10929,Salsa verde original Frankfurter,13.00 €,15,0.00%
10930,Bollos de Sir Rodney's,10.00 €,36,0.00%
10930,Chocolate Schoggi,43.90 €,25,0.00%
10930,Paté chino,24.00 €,25,20.00%
10930,Caracoles de Borgoña,13.25 €,30,20.00%
10931,Algas Konbu,6.00 €,42,15.00%
10931,Raviolis Angelo,19.50 €,30,0.00%
10932,Postre de merengue Pavlova,17.45 €,30,10.00%
10932,Tarta de azúcar,49.30 €,14,10.00%
10932,Queso Mozzarella Giovanni,34.80 €,16,0.00%
10932,Cerveza Klosterbier Rhönbräu,7.75 €,20,10.00%
10933,Empanada de carne,32.80 €,2,0.00%
10933,Sirope de arce,28.50 €,30,0.00%
10934,Mermelada de grosellas de la abuela,25.00 €,20,0.00%
10935,Té Dharamsala,18.00 €,21,0.00%
10935,Langostinos tigre Carnarvon,62.50 €,4,25.00%
10935,Pan fino,9.00 €,8,25.00%
10936,Escabeche de arenque,19.00 €,30,20.00%
10937,Col fermentada Rössle,45.60 €,8,0.00%
10937,Cerveza Sasquatch,14.00 €,20,0.00%
10938,Algas Konbu,6.00 €,20,25.00%
10938,Café de Malasia,46.00 €,24,25.00%
10938,Camembert Pierrot,34.00 €,49,25.00%
10938,Crema de queso Fløtemys,21.50 €,35,25.00%
10939,Cerveza tibetana Barley,19.00 €,10,15.00%
10939,Cerveza Laughing Lumberjack,14.00 €,40,15.00%
10940,Peras secas orgánicas del tío Bob,30.00 €,8,0.00%
10940,Algas Konbu,6.00 €,20,0.00%
10941,Queso gorgonzola Telino,12.50 €,44,25.00%
10941,Tarta de azúcar,49.30 €,30,25.00%
10941,Barras de pan de Escocia,12.50 €,80,25.00%
10941,Queso Mozzarella Giovanni,34.80 €,50,0.00%
10942,Regaliz,20.00 €,28,0.00%
10943,Algas Konbu,6.00 €,15,0.00%
10943,Pan de centeno crujiente estilo Gustaf's,21.00 €,21,0.00%
10943,Arenque salado,12.00 €,15,0.00%
10944,Queso Cabrales,21.00 €,5,25.00%
10944,Azúcar negra Malacca,19.45 €,18,25.00%
10944,Gnocchi de la abuela Alicia,38.00 €,18,0.00%
10945,Algas Konbu,6.00 €,20,0.00%
10945,Queso gorgonzola Telino,12.50 €,10,0.00%
10946,Pez espada,31.00 €,25,0.00%
10946,Refresco Guaraná Fantástica,4.50 €,25,0.00%
10946,Salsa verde original Frankfurter,13.00 €,40,0.00%
10947,Raclet de queso Courdavault,55.00 €,4,0.00%
10948,Chocolate blanco,16.25 €,9,0.00%
10948,Manzanas secas Manjimup,53.00 €,40,0.00%
10948,Paté chino,24.00 €,4,0.00%
10949,Mermelada de grosellas de la abuela,25.00 €,12,0.00%
10949,Pez espada,31.00 €,30,0.00%
10949,Cordero Alice Springs,39.00 €,6,0.00%
10949,Tarta de azúcar,49.30 €,60,0.00%
10950,Especias Cajun del chef Anton,22.00 €,5,0.00%
10951,Queso de cabra,2.50 €,15,5.00%
10951,Crema de almejas estilo Nueva Inglaterra,9.65 €,6,5.00%
10951,Cerveza Klosterbier Rhönbräu,7.75 €,50,5.00%
10952,Mermelada de grosellas de la abuela,25.00 €,16,5.00%
10952,Col fermentada Rössle,45.60 €,2,0.00%
10953,Mermelada de Sir Rodney's,81.00 €,50,5.00%
10953,Queso gorgonzola Telino,12.50 €,50,5.00%
10954,Postre de merengue Pavlova,17.45 €,28,15.00%
10954,Queso gorgonzola Telino,12.50 €,25,15.00%
10954,Arenque ahumado,9.50 €,30,0.00%
10954,Camembert Pierrot,34.00 €,24,15.00%
10955,Cerveza Klosterbier Rhönbräu,7.75 €,12,20.00%
10956,Bollos de Sir Rodney's,10.00 €,12,0.00%
10956,Galletas Zaanse,9.50 €,14,0.00%
10956,Manzanas secas Manjimup,53.00 €,8,0.00%
10957,Arenque blanco del noroeste,25.89 €,30,0.00%
10957,Cerveza negra Steeleye,18.00 €,40,0.00%
10957,Bollos de pan de Wimmer,33.25 €,8,0.00%
10958,Mezcla Gumbo del chef Anton,21.35 €,20,0.00%
10958,Peras secas orgánicas del tío Bob,30.00 €,6,0.00%
10958,Queso Mozzarella Giovanni,34.80 €,5,0.00%
10959,Cerveza Klosterbier Rhönbräu,7.75 €,20,15.00%
10960,Refresco Guaraná Fantástica,4.50 €,10,25.00%
10960,Crema de almejas estilo Nueva Inglaterra,9.65 €,24,0.00%
10961,Cereales para Filo,7.00 €,6,5.00%
10961,Licor Cloudberry,18.00 €,60,0.00%
10962,Peras secas orgánicas del tío Bob,30.00 €,45,0.00%
10962,Algas Konbu,6.00 €,77,0.00%
10962,Empanada de carne,32.80 €,20,0.00%
10962,Queso Gudbrandsdals,36.00 €,9,0.00%
10962,Licor Cloudberry,18.00 €,44,0.00%
10963,Camembert Pierrot,34.00 €,2,15.00%
10964,Langostinos tigre Carnarvon,62.50 €,6,0.00%
10964,Vino Côte de Blaye,263.50 €,5,0.00%
10964,Queso Gudbrandsdals,36.00 €,10,0.00%
10965,Manzanas secas Manjimup,53.00 €,16,0.00%
10966,Salmón ahumado Gravad,26.00 €,8,0.00%
10966,Gnocchi de la abuela Alicia,38.00 €,12,15.00%
10966,Tarta de azúcar,49.30 €,12,15.00%
10967,Pastas de té de chocolate,9.20 €,12,0.00%
10967,Regaliz,20.00 €,40,0.00%
10968,Queso Manchego La Pastora,38.00 €,30,0.00%
10968,Refresco Guaraná Fantástica,4.50 €,30,0.00%
10968,Bollos de pan de Wimmer,33.25 €,4,0.00%
10969,Arenque salado,12.00 €,9,0.00%
10970,Cereales para Filo,7.00 €,40,20.00%
10971,Salchicha Thüringer,123.79 €,14,0.00%
10972,Cordero Alice Springs,39.00 €,6,0.00%
10972,Queso de cabra,2.50 €,7,0.00%
10973,Ositos de goma Gumbär,31.23 €,5,0.00%
10973,Crema de almejas estilo Nueva Inglaterra,9.65 €,6,0.00%
10973,Cerveza Klosterbier Rhönbräu,7.75 €,10,0.00%
10974,Sandwich de vegetales,43.90 €,10,0.00%
10975,Salsa de arándanos Northwoods,40.00 €,16,0.00%
10975,Cerveza Klosterbier Rhönbräu,7.75 €,10,0.00%
10976,Col fermentada Rössle,45.60 €,20,0.00%
10977,Licor verde Chartreuse,18.00 €,30,0.00%
10977,Galletas Zaanse,9.50 €,30,0.00%
10977,Manzanas secas Manjimup,53.00 €,10,0.00%
10977,Sandwich de vegetales,43.90 €,20,0.00%
10978,Salsa de arándanos Northwoods,40.00 €,20,15.00%
10978,Bollos de Sir Rodney's,10.00 €,40,15.00%
10978,Carne de cangrejo de Boston,18.40 €,10,0.00%
10978,Azúcar negra Malacca,19.45 €,6,15.00%
10979,Peras secas orgánicas del tío Bob,30.00 €,18,0.00%
10979,Queso Manchego La Pastora,38.00 €,20,0.00%
10979,Refresco Guaraná Fantástica,4.50 €,80,0.00%
10979,Chocolate Schoggi,43.90 €,30,0.00%
10979,Queso gorgonzola Telino,12.50 €,24,0.00%
10979,Sandwich de vegetales,43.90 €,35,0.00%
10980,Cerveza Klosterbier Rhönbräu,7.75 €,40,20.00%
10981,Vino Côte de Blaye,263.50 €,60,0.00%
10982,Peras secas orgánicas del tío Bob,30.00 €,20,0.00%
10982,Café de Malasia,46.00 €,9,0.00%
10983,Algas Konbu,6.00 €,84,15.00%
10983,Raviolis Angelo,19.50 €,15,0.00%
10984,Postre de merengue Pavlova,17.45 €,55,0.00%
10984,Refresco Guaraná Fantástica,4.50 €,20,0.00%
10984,Escabeche de arenque,19.00 €,40,0.00%
10985,Postre de merengue Pavlova,17.45 €,36,10.00%
10985,Langostinos tigre Carnarvon,62.50 €,8,10.00%
10985,Queso Mascarpone Fabioli,32.00 €,35,10.00%
10986,Queso Cabrales,21.00 €,30,0.00%
10986,Mermelada de Sir Rodney's,81.00 €,15,0.00%
10986,Licor Cloudberry,18.00 €,10,0.00%
10986,Salsa verde original Frankfurter,13.00 €,15,0.00%
10987,Peras secas orgánicas del tío Bob,30.00 €,60,0.00%
10987,Café de Malasia,46.00 €,6,0.00%
10987,Queso Mozzarella Giovanni,34.80 €,20,0.00%
10988,Peras secas orgánicas del tío Bob,30.00 €,60,0.00%
10988,Tarta de azúcar,49.30 €,40,10.00%
10989,Mermelada de grosellas de la abuela,25.00 €,40,0.00%
10989,Queso Cabrales,21.00 €,15,0.00%
10989,Crema de almejas estilo Nueva Inglaterra,9.65 €,4,0.00%
10990,Bollos de Sir Rodney's,10.00 €,65,0.00%
10990,Cerveza Sasquatch,14.00 €,60,15.00%
10990,Paté chino,24.00 €,65,15.00%
10990,Sirope de arce,28.50 €,66,15.00%
10991,Cerveza tibetana Barley,19.00 €,50,20.00%
10991,Cerveza Outback,15.00 €,20,20.00%
10991,Licor Cloudberry,18.00 €,90,20.00%
10992,Queso Mozzarella Giovanni,34.80 €,2,0.00%
10993,Salchicha Thüringer,123.79 €,50,25.00%
10993,Crema de almejas estilo Nueva Inglaterra,9.65 €,35,25.00%
10994,Raclet de queso Courdavault,55.00 €,18,5.00%
10995,Manzanas secas Manjimup,53.00 €,20,0.00%
10995,Camembert Pierrot,34.00 €,4,0.00%
10996,Tallarines de Singapur,14.00 €,40,0.00%
10997,Queso Mascarpone Fabioli,32.00 €,50,0.00%
10997,Arenque salado,12.00 €,20,25.00%
10997,Cereales para Filo,7.00 €,20,25.00%
10998,Refresco Guaraná Fantástica,4.50 €,12,0.00%
10998,Sirope de arce,28.50 €,7,0.00%
10998,Queso de soja Longlife,10.00 €,20,0.00%
10998,Cerveza Klosterbier Rhönbräu,7.75 €,30,0.00%
10999,Crema de almejas estilo Nueva Inglaterra,9.65 €,20,5.00%
10999,Manzanas secas Manjimup,53.00 €,15,5.00%
10999,Salsa verde original Frankfurter,13.00 €,21,5.00%
11000,Especias Cajun del chef Anton,22.00 €,25,25.00%
11000,Refresco Guaraná Fantástica,4.50 €,30,25.00%
11000,Salsa verde original Frankfurter,13.00 €,30,0.00%
11001,Peras secas orgánicas del tío Bob,30.00 €,60,0.00%
11001,Pan de centeno crujiente estilo Gustaf's,21.00 €,25,0.00%
11001,Arenque salado,12.00 €,25,0.00%
11001,Paté chino,24.00 €,6,0.00%
11002,Algas Konbu,6.00 €,56,0.00%
11002,Cerveza negra Steeleye,18.00 €,15,15.00%
11002,Tallarines de Singapur,14.00 €,24,15.00%
11002,Paté chino,24.00 €,40,0.00%
11003,Té Dharamsala,18.00 €,4,0.00%
11003,Carne de cangrejo de Boston,18.40 €,10,0.00%
11003,Cereales para Filo,7.00 €,10,0.00%
11004,Ositos de goma Gumbär,31.23 €,6,0.00%
11004,Licor Cloudberry,18.00 €,6,0.00%
11005,Té Dharamsala,18.00 €,2,0.00%
11005,Raclet de queso Courdavault,55.00 €,10,0.00%
11006,Té Dharamsala,18.00 €,8,0.00%
11006,Salchicha Thüringer,123.79 €,2,25.00%
11007,Salsa de arándanos Northwoods,40.00 €,30,0.00%
11007,Salchicha Thüringer,123.79 €,10,0.00%
11007,Tallarines de Singapur,14.00 €,14,0.00%
11008,Col fermentada Rössle,45.60 €,70,5.00%
11008,Cerveza Sasquatch,14.00 €,90,5.00%
11008,Crema de queso Fløtemys,21.50 €,21,0.00%
11009,Refresco Guaraná Fantástica,4.50 €,12,0.00%
11009,Escabeche de arenque,19.00 €,18,25.00%
11009,Camembert Pierrot,34.00 €,9,0.00%
11010,Peras secas orgánicas del tío Bob,30.00 €,20,0.00%
11010,Refresco Guaraná Fantástica,4.50 €,10,0.00%
11011,Caracoles de Borgoña,13.25 €,40,5.00%
11011,Crema de queso Fløtemys,21.50 €,20,0.00%
11012,Pastas de té de chocolate,9.20 €,50,5.00%
11012,Camembert Pierrot,34.00 €,36,5.00%
11012,Crema de queso Fløtemys,21.50 €,60,5.00%
11013,Pan fino,9.00 €,10,0.00%
11013,Tallarines de Singapur,14.00 €,4,0.00%
11013,Arenque ahumado,9.50 €,20,0.00%
11013,Barras de pan de Escocia,12.50 €,2,0.00%
11014,Crema de almejas estilo Nueva Inglaterra,9.65 €,28,10.00%
11015,Arenque blanco del noroeste,25.89 €,15,0.00%
11015,Salsa verde original Frankfurter,13.00 €,18,0.00%
11016,Queso gorgonzola Telino,12.50 €,15,0.00%
11016,Escabeche de arenque,19.00 €,16,0.00%
