Id. de pedido,Cliente,Empleado,Fecha de pedido,Fecha de entrega,Fecha de envío,Forma de envío,Cargo,Nombre de destinatario,Dirección de destinatario,Ciudad de destinatario,Región de destinatario,Código postal de destinatario,País de destinatario
10676,Tortuga Restaurante,"Fuller, Andrew",22-09-1997,20-10-1997,29-09-1997,United Package,2.01 €,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,México
10677,Antonio Moreno Taquería,"Davolio, Nancy",22-09-1997,20-10-1997,26-09-1997,Federal Shipping,4.03 €,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,México
10678,Save-a-lot Markets,"King, Robert",23-09-1997,21-10-1997,16-10-1997,Federal Shipping,388.98 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10679,Blondel père et fils,"Callahan, Laura",23-09-1997,21-10-1997,30-09-1997,Federal Shipping,27.94 €,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,Francia
10680,Old World Delicatessen,"Davolio, Nancy",24-09-1997,22-10-1997,26-09-1997,Speedy Express,26.61 €,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,Estados Unidos
10681,Great Lakes Food Market,"Leverling, Janet",25-09-1997,23-10-1997,30-09-1997,Federal Shipping,76.13 €,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10682,Antonio Moreno Taquería,"Leverling, Janet",25-09-1997,23-10-1997,01-10-1997,United Package,36.13 €,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,México
10683,Du monde entier,"Fuller, Andrew",26-09-1997,24-10-1997,01-10-1997,Speedy Express,4.40 €,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,Francia
10684,Ottilies Käseladen,"Leverling, Janet",26-09-1997,24-10-1997,30-09-1997,Speedy Express,145.63 €,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
10685,Gourmet Lanchonetes,"Peacock, Margaret",29-09-1997,13-10-1997,03-10-1997,United Package,33.75 €,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
10686,Piccolo und mehr,"Fuller, Andrew",30-09-1997,28-10-1997,08-10-1997,Speedy Express,96.50 €,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10687,Hungry Owl All-Night Grocers,"Dodsworth, Anne",30-09-1997,28-10-1997,30-10-1997,United Package,296.43 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10688,Vaffeljernet,"Peacock, Margaret",01-10-1997,15-10-1997,07-10-1997,United Package,299.09 €,Vaffeljernet,Smagsløget 45,Århus,,8200,Dinamarca
10689,Berglunds snabbköp,"Davolio, Nancy",01-10-1997,29-10-1997,07-10-1997,United Package,13.42 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10690,Hanari Carnes,"Davolio, Nancy",02-10-1997,30-10-1997,03-10-1997,Speedy Express,15.80 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10691,QUICK-Stop,"Fuller, Andrew",03-10-1997,14-11-1997,22-10-1997,United Package,810.05 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10692,Alfreds Futterkiste,"Peacock, Margaret",03-10-1997,31-10-1997,13-10-1997,United Package,61.02 €,Alfreds Futterkiste,Obere Str. 57,Berlín,,12209,Alemania
10693,White Clover Markets,"Leverling, Janet",06-10-1997,20-10-1997,10-10-1997,Federal Shipping,139.34 €,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
10694,QUICK-Stop,"Callahan, Laura",06-10-1997,03-11-1997,09-10-1997,Federal Shipping,398.36 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10695,Wilman Kala,"King, Robert",07-10-1997,18-11-1997,14-10-1997,Speedy Express,16.72 €,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finlandia
10696,White Clover Markets,"Callahan, Laura",08-10-1997,19-11-1997,14-10-1997,Federal Shipping,102.55 €,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
10697,LINO-Delicateses,"Leverling, Janet",08-10-1997,05-11-1997,14-10-1997,Speedy Express,45.52 €,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10698,Ernst Handel,"Peacock, Margaret",09-10-1997,06-11-1997,17-10-1997,Speedy Express,272.47 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10699,Morgenstern Gesundkost,"Leverling, Janet",09-10-1997,06-11-1997,13-10-1997,Federal Shipping,0.58 €,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Alemania
10700,Save-a-lot Markets,"Leverling, Janet",10-10-1997,07-11-1997,16-10-1997,Speedy Express,65.10 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10701,Hungry Owl All-Night Grocers,"Suyama, Michael",13-10-1997,27-10-1997,15-10-1997,Federal Shipping,220.31 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10702,Alfreds Futterkiste,"Peacock, Margaret",13-10-1997,24-11-1997,21-10-1997,Speedy Express,23.94 €,Alfreds Futterkiste,Obere Str. 57,Berlín,,12209,Alemania
10703,Folk och fä HB,"Suyama, Michael",14-10-1997,11-11-1997,20-10-1997,United Package,152.30 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10704,Queen Cozinha,"Suyama, Michael",14-10-1997,11-11-1997,07-11-1997,Speedy Express,4.78 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10705,HILARIÓN-Abastos,"Dodsworth, Anne",15-10-1997,12-11-1997,18-11-1997,United Package,3.52 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10706,Old World Delicatessen,"Callahan, Laura",16-10-1997,13-11-1997,21-10-1997,Federal Shipping,135.63 €,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,Estados Unidos
10707,Around the Horn,"Peacock, Margaret",16-10-1997,30-10-1997,23-10-1997,Federal Shipping,21.74 €,Around the Horn,"Brook Farm
Stratford St. Mary",Colchester,Essex,CO7 6JX,Reino Unido
10708,The Big Cheese,"Suyama, Michael",17-10-1997,28-11-1997,05-11-1997,United Package,2.96 €,The Big Cheese,"89 Jefferson Way
Suite 2",Portland,OR,97201,Estados Unidos
10709,Gourmet Lanchonetes,"Davolio, Nancy",17-10-1997,14-11-1997,20-11-1997,Federal Shipping,210.80 €,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
10710,Franchi S.p.A.,"Davolio, Nancy",20-10-1997,17-11-1997,23-10-1997,Speedy Express,4.98 €,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italia
10711,Save-a-lot Markets,"Buchanan, Steven",21-10-1997,02-12-1997,29-10-1997,United Package,52.41 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10712,Hungry Owl All-Night Grocers,"Leverling, Janet",21-10-1997,18-11-1997,31-10-1997,Speedy Express,89.93 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10713,Save-a-lot Markets,"Davolio, Nancy",22-10-1997,19-11-1997,24-10-1997,Speedy Express,167.05 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10714,Save-a-lot Markets,"Buchanan, Steven",22-10-1997,19-11-1997,27-10-1997,Federal Shipping,24.49 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10715,Bon app',"Leverling, Janet",23-10-1997,06-11-1997,29-10-1997,Speedy Express,63.20 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10716,Rancho grande,"Peacock, Margaret",24-10-1997,21-11-1997,27-10-1997,United Package,22.57 €,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10717,Frankenversand,"Davolio, Nancy",24-10-1997,21-11-1997,29-10-1997,United Package,59.25 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10718,Königlich Essen,"Davolio, Nancy",27-10-1997,24-11-1997,29-10-1997,Federal Shipping,170.88 €,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10719,Let's Stop N Shop,"Callahan, Laura",27-10-1997,24-11-1997,05-11-1997,United Package,51.44 €,Let's Stop N Shop,"87 Polk St.
Suite 5",San Francisco,CA,94117,Estados Unidos
10720,Que Delícia,"Callahan, Laura",28-10-1997,11-11-1997,05-11-1997,United Package,9.53 €,Que Delícia,"Rua da Panificadora, 12",Río de Janeiro,RJ,02389-673,Brasil
10721,QUICK-Stop,"Buchanan, Steven",29-10-1997,26-11-1997,31-10-1997,Federal Shipping,48.92 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10722,Save-a-lot Markets,"Callahan, Laura",29-10-1997,10-12-1997,04-11-1997,Speedy Express,74.58 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10723,White Clover Markets,"Leverling, Janet",30-10-1997,27-11-1997,25-11-1997,Speedy Express,21.72 €,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
10724,Mère Paillarde,"Callahan, Laura",30-10-1997,11-12-1997,05-11-1997,United Package,57.75 €,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canadá
10725,Familia Arquibaldo,"Peacock, Margaret",31-10-1997,28-11-1997,05-11-1997,Federal Shipping,10.83 €,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brasil
10726,Eastern Connection,"Peacock, Margaret",03-11-1997,17-11-1997,05-12-1997,Speedy Express,16.56 €,Eastern Connection,35 King George,London,,WX3 6FW,Reino Unido
10727,Reggiani Caseifici,"Fuller, Andrew",03-11-1997,01-12-1997,05-12-1997,Speedy Express,89.90 €,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
10728,Queen Cozinha,"Peacock, Margaret",04-11-1997,02-12-1997,11-11-1997,United Package,58.33 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10729,LINO-Delicateses,"Callahan, Laura",04-11-1997,16-12-1997,14-11-1997,Federal Shipping,141.06 €,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10730,Bon app',"Buchanan, Steven",05-11-1997,03-12-1997,14-11-1997,Speedy Express,20.12 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10731,Chop-suey Chinese,"King, Robert",06-11-1997,04-12-1997,14-11-1997,Speedy Express,96.65 €,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Suiza
10732,Bon app',"Leverling, Janet",06-11-1997,04-12-1997,07-11-1997,Speedy Express,16.97 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10733,Berglunds snabbköp,"Davolio, Nancy",07-11-1997,05-12-1997,10-11-1997,Federal Shipping,110.11 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10734,Gourmet Lanchonetes,"Fuller, Andrew",07-11-1997,05-12-1997,12-11-1997,Federal Shipping,1.63 €,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
10735,Let's Stop N Shop,"Suyama, Michael",10-11-1997,08-12-1997,21-11-1997,United Package,45.97 €,Let's Stop N Shop,"87 Polk St.
Suite 5",San Francisco,CA,94117,Estados Unidos
10736,Hungry Owl All-Night Grocers,"Dodsworth, Anne",11-11-1997,09-12-1997,21-11-1997,United Package,44.10 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10737,Vins et alcools Chevalier,"Fuller, Andrew",11-11-1997,09-12-1997,18-11-1997,United Package,7.79 €,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,Francia
10738,Spécialités du monde,"Fuller, Andrew",12-11-1997,10-12-1997,18-11-1997,Speedy Express,2.91 €,Spécialités du monde,"25, rue Lauriston",Paris,,75016,Francia
10739,Vins et alcools Chevalier,"Leverling, Janet",12-11-1997,10-12-1997,17-11-1997,Federal Shipping,11.08 €,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,Francia
10740,White Clover Markets,"Peacock, Margaret",13-11-1997,11-12-1997,25-11-1997,United Package,81.88 €,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
10741,Berglunds snabbköp,"Peacock, Margaret",14-11-1997,28-11-1997,18-11-1997,Federal Shipping,10.96 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10742,Bottom-Dollar Markets,"Leverling, Janet",14-11-1997,12-12-1997,18-11-1997,Federal Shipping,243.73 €,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canadá
10743,Around the Horn,"Davolio, Nancy",17-11-1997,15-12-1997,21-11-1997,United Package,23.72 €,Around the Horn,"Brook Farm
Stratford St. Mary",Colchester,Essex,CO7 6JX,Reino Unido
10744,Vaffeljernet,"Suyama, Michael",17-11-1997,15-12-1997,24-11-1997,Speedy Express,69.19 €,Vaffeljernet,Smagsløget 45,Århus,,8200,Dinamarca
10745,QUICK-Stop,"Dodsworth, Anne",18-11-1997,16-12-1997,27-11-1997,Speedy Express,3.52 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10746,Chop-suey Chinese,"Davolio, Nancy",19-11-1997,17-12-1997,21-11-1997,Federal Shipping,31.43 €,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Suiza
10747,Piccolo und mehr,"Suyama, Michael",19-11-1997,17-12-1997,26-11-1997,Speedy Express,117.33 €,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10748,Save-a-lot Markets,"Leverling, Janet",20-11-1997,18-12-1997,28-11-1997,Speedy Express,232.55 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10749,Island Trading,"Peacock, Margaret",20-11-1997,18-12-1997,19-12-1997,United Package,61.53 €,Island Trading,"Garden House
Crowther Way",Cowes,Isle of Wight,PO31 7PJ,Reino Unido
10750,Wartian Herkku,"Dodsworth, Anne",21-11-1997,19-12-1997,24-11-1997,Speedy Express,79.30 €,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10751,Richter Supermarkt,"Leverling, Janet",24-11-1997,22-12-1997,03-12-1997,Federal Shipping,130.79 €,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10752,North/South,"Fuller, Andrew",24-11-1997,22-12-1997,28-11-1997,Federal Shipping,1.39 €,North/South,"South House
300 Queensbridge",London,,SW7 1RZ,Reino Unido
10753,Franchi S.p.A.,"Leverling, Janet",25-11-1997,23-12-1997,27-11-1997,Speedy Express,7.70 €,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italia
10754,Magazzini Alimentari Riuniti,"Suyama, Michael",25-11-1997,23-12-1997,27-11-1997,Federal Shipping,2.38 €,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bérgamo,,24100,Italia
10755,Bon app',"Peacock, Margaret",26-11-1997,24-12-1997,28-11-1997,United Package,16.71 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10756,Split Rail Beer & Ale,"Callahan, Laura",27-11-1997,25-12-1997,02-12-1997,United Package,73.21 €,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,Estados Unidos
10757,Save-a-lot Markets,"Suyama, Michael",27-11-1997,25-12-1997,15-12-1997,Speedy Express,8.19 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10758,Richter Supermarkt,"Leverling, Janet",28-11-1997,26-12-1997,04-12-1997,Federal Shipping,138.17 €,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10759,Ana Trujillo Emparedados y helados,"Leverling, Janet",28-11-1997,26-12-1997,12-12-1997,Federal Shipping,11.99 €,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,México
10760,Maison Dewey,"Peacock, Margaret",01-12-1997,29-12-1997,10-12-1997,Speedy Express,155.64 €,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Bélgica
10761,Rattlesnake Canyon Grocery,"Buchanan, Steven",02-12-1997,30-12-1997,08-12-1997,United Package,18.66 €,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10762,Folk och fä HB,"Leverling, Janet",02-12-1997,30-12-1997,09-12-1997,Speedy Express,328.74 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10763,Folies gourmandes,"Leverling, Janet",03-12-1997,31-12-1997,08-12-1997,Federal Shipping,37.35 €,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,Francia
10764,Ernst Handel,"Suyama, Michael",03-12-1997,31-12-1997,08-12-1997,Federal Shipping,145.45 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10765,QUICK-Stop,"Leverling, Janet",04-12-1997,01-01-1998,09-12-1997,Federal Shipping,42.74 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10766,Ottilies Käseladen,"Peacock, Margaret",05-12-1997,02-01-1998,09-12-1997,Speedy Express,157.55 €,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
10767,Suprêmes délices,"Peacock, Margaret",05-12-1997,02-01-1998,15-12-1997,Federal Shipping,1.59 €,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Bélgica
10768,Around the Horn,"Leverling, Janet",08-12-1997,05-01-1998,15-12-1997,United Package,146.32 €,Around the Horn,"Brook Farm
Stratford St. Mary",Colchester,Essex,CO7 6JX,Reino Unido
10769,Vaffeljernet,"Leverling, Janet",08-12-1997,05-01-1998,12-12-1997,Speedy Express,65.06 €,Vaffeljernet,Smagsløget 45,Århus,,8200,Dinamarca
10770,Hanari Carnes,"Callahan, Laura",09-12-1997,06-01-1998,17-12-1997,Federal Shipping,5.32 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10771,Ernst Handel,"Dodsworth, Anne",10-12-1997,07-01-1998,02-01-1998,United Package,11.19 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10772,Lehmanns Marktstand,"Leverling, Janet",10-12-1997,07-01-1998,19-12-1997,United Package,91.28 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10773,Ernst Handel,"Davolio, Nancy",11-12-1997,08-01-1998,16-12-1997,Federal Shipping,96.43 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10774,Folk och fä HB,"Peacock, Margaret",11-12-1997,25-12-1997,12-12-1997,Speedy Express,48.20 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10775,The Cracker Box,"King, Robert",12-12-1997,09-01-1998,26-12-1997,Speedy Express,20.25 €,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,Estados Unidos
10776,Ernst Handel,"Davolio, Nancy",15-12-1997,12-01-1998,18-12-1997,Federal Shipping,351.53 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10777,Gourmet Lanchonetes,"King, Robert",15-12-1997,29-12-1997,21-01-1998,United Package,3.01 €,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
10778,Berglunds snabbköp,"Leverling, Janet",16-12-1997,13-01-1998,24-12-1997,Speedy Express,6.79 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10779,Morgenstern Gesundkost,"Leverling, Janet",16-12-1997,13-01-1998,14-01-1998,United Package,58.13 €,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Alemania
10780,LILA-Supermercado,"Fuller, Andrew",16-12-1997,30-12-1997,25-12-1997,Speedy Express,42.13 €,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10781,Wartian Herkku,"Fuller, Andrew",17-12-1997,14-01-1998,19-12-1997,Federal Shipping,73.16 €,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10782,Cactus Comidas para llevar,"Dodsworth, Anne",17-12-1997,14-01-1998,22-12-1997,Federal Shipping,1.10 €,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10783,Hanari Carnes,"Peacock, Margaret",18-12-1997,15-01-1998,19-12-1997,United Package,124.98 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10784,Magazzini Alimentari Riuniti,"Peacock, Margaret",18-12-1997,15-01-1998,22-12-1997,Federal Shipping,70.09 €,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bérgamo,,24100,Italia
10785,GROSELLA-Restaurante,"Davolio, Nancy",18-12-1997,15-01-1998,24-12-1997,Federal Shipping,1.51 €,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10786,Queen Cozinha,"Callahan, Laura",19-12-1997,16-01-1998,23-12-1997,Speedy Express,110.87 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10787,La maison d'Asie,"Fuller, Andrew",19-12-1997,02-01-1998,26-12-1997,Speedy Express,249.93 €,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
10788,QUICK-Stop,"Davolio, Nancy",22-12-1997,19-01-1998,19-01-1998,United Package,42.70 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10789,Folies gourmandes,"Davolio, Nancy",22-12-1997,19-01-1998,31-12-1997,United Package,100.60 €,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,Francia
10790,Gourmet Lanchonetes,"Suyama, Michael",22-12-1997,19-01-1998,26-12-1997,Speedy Express,28.23 €,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
10791,Frankenversand,"Suyama, Michael",23-12-1997,20-01-1998,01-01-1998,United Package,16.85 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10792,Wolski  Zajazd,"Davolio, Nancy",23-12-1997,20-01-1998,31-12-1997,Federal Shipping,23.79 €,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Polonia
10793,Around the Horn,"Leverling, Janet",24-12-1997,21-01-1998,08-01-1998,Federal Shipping,4.52 €,Around the Horn,"Brook Farm
Stratford St. Mary",Colchester,Essex,CO7 6JX,Reino Unido
10794,Que Delícia,"Suyama, Michael",24-12-1997,21-01-1998,02-01-1998,Speedy Express,21.49 €,Que Delícia,"Rua da Panificadora, 12",Río de Janeiro,RJ,02389-673,Brasil
10795,Ernst Handel,"Callahan, Laura",24-12-1997,21-01-1998,20-01-1998,United Package,126.66 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10796,HILARIÓN-Abastos,"Leverling, Janet",25-12-1997,22-01-1998,14-01-1998,Speedy Express,26.52 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10797,Drachenblut Delikatessen,"King, Robert",25-12-1997,22-01-1998,05-01-1998,United Package,33.35 €,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Alemania
10798,Island Trading,"Fuller, Andrew",26-12-1997,23-01-1998,05-01-1998,Speedy Express,2.33 €,Island Trading,"Garden House
Crowther Way",Cowes,Isle of Wight,PO31 7PJ,Reino Unido
10799,Königlich Essen,"Dodsworth, Anne",26-12-1997,06-02-1998,05-01-1998,Federal Shipping,30.76 €,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10800,Seven Seas Imports,"Davolio, Nancy",26-12-1997,23-01-1998,05-01-1998,Federal Shipping,137.44 €,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,Reino Unido
10801,Bólido Comidas preparadas,"Peacock, Margaret",29-12-1997,26-01-1998,31-12-1997,United Package,97.09 €,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,España
10802,Simons bistro,"Peacock, Margaret",29-12-1997,26-01-1998,02-01-1998,United Package,257.26 €,Simons bistro,Vinbæltet 34,København,,1734,Dinamarca
10803,Wellington Importadora,"Peacock, Margaret",30-12-1997,27-01-1998,06-01-1998,Speedy Express,55.23 €,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10804,Seven Seas Imports,"Suyama, Michael",30-12-1997,27-01-1998,07-01-1998,United Package,27.33 €,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,Reino Unido
10805,The Big Cheese,"Fuller, Andrew",30-12-1997,27-01-1998,09-01-1998,Federal Shipping,237.34 €,The Big Cheese,"89 Jefferson Way
Suite 2",Portland,OR,97201,Estados Unidos
10806,Victuailles en stock,"Leverling, Janet",31-12-1997,28-01-1998,05-01-1998,United Package,22.11 €,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,Francia
10807,Franchi S.p.A.,"Peacock, Margaret",31-12-1997,28-01-1998,30-01-1998,Speedy Express,1.36 €,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italia
10808,Old World Delicatessen,"Fuller, Andrew",01-01-1998,29-01-1998,09-01-1998,Federal Shipping,45.53 €,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,Estados Unidos
10809,Wellington Importadora,"King, Robert",01-01-1998,29-01-1998,07-01-1998,Speedy Express,4.87 €,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10810,Laughing Bacchus Wine Cellars,"Fuller, Andrew",01-01-1998,29-01-1998,07-01-1998,Federal Shipping,4.33 €,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canadá
10811,LINO-Delicateses,"Callahan, Laura",02-01-1998,30-01-1998,08-01-1998,Speedy Express,31.22 €,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10812,Reggiani Caseifici,"Buchanan, Steven",02-01-1998,30-01-1998,12-01-1998,Speedy Express,59.78 €,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
10813,Ricardo Adocicados,"Davolio, Nancy",05-01-1998,02-02-1998,09-01-1998,Speedy Express,47.38 €,Ricardo Adocicados,"Av. Copacabana, 267",Río de Janeiro,RJ,02389-890,Brasil
10814,Victuailles en stock,"Leverling, Janet",05-01-1998,02-02-1998,14-01-1998,Federal Shipping,130.94 €,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,Francia
10815,Save-a-lot Markets,"Fuller, Andrew",05-01-1998,02-02-1998,14-01-1998,Federal Shipping,14.62 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10816,Great Lakes Food Market,"Peacock, Margaret",06-01-1998,03-02-1998,04-02-1998,United Package,719.78 €,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10817,Königlich Essen,"Leverling, Janet",06-01-1998,20-01-1998,13-01-1998,United Package,306.07 €,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10818,Magazzini Alimentari Riuniti,"King, Robert",07-01-1998,04-02-1998,12-01-1998,Federal Shipping,65.48 €,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bérgamo,,24100,Italia
10819,Cactus Comidas para llevar,"Fuller, Andrew",07-01-1998,04-02-1998,16-01-1998,Federal Shipping,19.76 €,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
